objectID;food_type;stars_count;reviews_count;neighborhood;phone_number;price_range;dining_style
86929;Italian;3.8;180;Red Bank;(732) 741-1321;$30 and under;Casual Dining
90688;Italian;3.9;200;Commack;(631) 462-6267;$30 and under;Casual Dining
28141;Indian;4.4;635;Murray Hill;(212) 689-5666;$31 to $50;Casual Elegant
111115;Italian;4.4;108;NoHo;(212) 375-0100;$31 to $50;Casual Elegant
109981;Sushi;4.0;22;West Village;(212) 477-5880;$30 and under;Casual Dining
139879;Contemporary American;4.4;169;Basking Ridge;(908) 766-7610;$30 and under;Casual Dining
16795;Italian;4.6;318;East Village;(212) 539-1011;$30 and under;Casual Elegant
79534;Turkish;4.1;126;Upper West Side;(212) 665-9541;$31 to $50;Casual Dining
87547;Italian;4.5;34;Financial District;(212) 747-1300;$31 to $50;Fine Dining
72649;Italian;4.4;109;Lower East Side;(212) 477-0077;$31 to $50;Casual Dining
79729;Italian;4.3;66;Staten Island;(718) 477-2400;$31 to $50;Casual Elegant
79603;Contemporary American;4.0;512;Inwood;(212) 568-5323;$31 to $50;Casual Elegant
77251;Italian;3.7;140;SoHo;(212) 206-3766;$31 to $50;Casual Dining
103705;Japanese;4.3;144;White Plains;(914) 358-5206;$30 and under;Casual Dining
25240;Italian;4.4;283;Woodbury;(516) 802-7501;$30 and under;Fine Dining
68266;American;4.1;981;Theater District / Times Square;(212) 505-9909;$31 to $50;Casual Elegant
38431;Italian;4.3;366;Upper West Side;(212) 877-3840;$31 to $50;Casual Elegant
136072;Italian;4.3;114;Huntington;(631) 499-9133;$31 to $50;Casual Dining
31156;American;4.3;18;Flushing;(718) 595-8102;$31 to $50;Casual Elegant
91369;Thai;4.1;216;Union Square;(212) 982-3758;$30 and under;Casual Dining
75088;Spanish;4.6;197;St. James;(631) 656-1564;$30 and under;Casual Dining
140917;Mediterranean;4.0;46;Upper West Side;(646) 863-3896;$30 and under;Casual Elegant
99814;Italian;4.3;145;Livingston;(973) 535-6160;$30 and under;Casual Dining
93751;Japanese;4.3;207;SoHo;(212) 842-4550;$31 to $50;Casual Dining
89236;Italian;4.1;49;Teaneck;(201) 928-2009;$30 and under;Casual Elegant
77143;Italian;4.6;532;Orangeburg;(845) 398-0200;$31 to $50;Casual Elegant
45412;Steakhouse;4.3;769;Greenwich Village;(212) 228-8490;$31 to $50;Casual Dining
65122;Continental;4.6;499;Clinton;(908) 730-9300;$31 to $50;Casual Dining
34984;Italian;4.6;694;Howard Beach;(718) 843-8387;$31 to $50;Fine Dining
57103;American;4.4;375;Murray Hill;(212) 481-0197;$31 to $50;Casual Dining
32872;Steakhouse;4.6;319;Norwalk;(203) 840-9020;$30 and under;Casual Elegant
91891;Afghan;4.3;27;Upper East Side;(212) 517-2776;$30 and under;Casual Dining
93817;Italian;4.1;158;Upper East Side;(212) 535-6884;$30 and under;Casual Dining
57334;Tapas / Small Plates;4.5;109;Howard Beach;(347) 392-4152;$30 and under;Casual Dining
107506;Contemporary American;4.2;128;Old Lyme;(860) 434-2600;$30 and under;Casual Elegant
113587;Wine Bar;3.6;10;Yorkville;(212) 426-0919;$30 and under;Casual Dining
109813;Italian;4.4;255;Lower East Side;(212) 420-7700;$30 and under;Casual Dining
7022;Seafood;4.5;1381;Forest Hills;(718) 894-8084;$31 to $50;Casual Dining
17602;Italian;3.9;34;Theater District / Times Square;(212) 247-1000;$31 to $50;Casual Dining
55651;British;4.4;780;Lower East Side;(212) 300-4053;$31 to $50;Casual Elegant
98680;Cuban;4.2;830;Garden City;(516) 739-7900;$30 and under;Casual Dining
38914;Pan-Asian;4.4;491;Long Island City;(347) 242-2450;$31 to $50;Casual Elegant
38917;Chinese;4.4;291;Manhasset;(516) 365-9898;$31 to $50;Casual Dining
47467;American;4.2;558;Midtown West;(212) 584-4000;$30 and under;Casual Elegant
55711;Spanish;4.3;144;Bayside;(718) 423-0100;$31 to $50;Casual Elegant
65245;Asian;3.2;305;Garden City;(516) 307-8677;$31 to $50;Fine Dining
47167;Italian;4.6;177;Secaucus;(201) 865-2766;$31 to $50;Fine Dining
91993;Indian;4.5;99;Lower East Side;(212) 358-9300;$30 and under;Casual Elegant
90400;American;4.0;682;Midtown West;(212) 466-9000;$31 to $50;Casual Elegant
53779;Italian;4.7;378;Whippany;(973) 884-9175;$31 to $50;Fine Dining
41932;Italian;3.9;56;Financial District;(212) 825-1924;$31 to $50;Fine Dining
35491;Korean;4.3;913;Midtown West;(212) 582-4446;$31 to $50;Casual Dining
76660;Mexican;4.6;298;Park Slope;(718) 369-3144;$31 to $50;Casual Dining
76309;American;3.8;10;Financial District;(212) 406-4551;$30 and under;Fine Dining
79678;American;4.0;100;Murray Hill;(212) 685-4422;$30 and under;Casual Dining
41389;Indian;4.5;1421;TriBeCa - Downtown;(212) 775-9000;$31 to $50;Fine Dining
32650;Contemporary American;4.2;2658;Theater District / Times Square;(212) 730-4800;$31 to $50;Casual Elegant
33013;American;4.4;478;Bridgehampton;(631) 537-5665;$31 to $50;Casual Elegant
32308;American;4.3;837;Riverhead;(631) 722-0500;$31 to $50;Casual Elegant
78022;French;3.8;48;Lawrence;(516) 374-7772;$30 and under;Casual Dining
100900;American;4.0;130;Yonkers;(914) 457-2531 e;$30 and under;Casual Dining
51721;Japanese;4.5;157;Williamsburg;(718) 384-2152;$31 to $50;Casual Dining
79963;Italian;4.0;100;Bronx;(718) 892-3830;$30 and under;Casual Dining
66946;Italian;4.3;616;Saratoga Springs;(518) 581-2401;$30 and under;Casual Dining
76567;Sushi;4.4;646;Upper West Side;(212) 496-8460;$30 and under;Casual Dining
111046;Latin American;4.4;26;Elizabeth;(908) 469-8088;$30 and under;Casual Dining
58732;Contemporary American;4.4;361;Astoria;(718) 255-1947;$30 and under;Casual Elegant
4311;Mexican;4.5;331;NoLita;(646) 613-7100 e;$30 and under;Casual Elegant
59563;Irish;3.9;66;Midtown East;(212) 867-9013;$30 and under;Casual Elegant
6075;Indian;4.0;365;Midtown East;(212) 681-4500;$30 and under;Casual Elegant
53173;Peruvian;4.2;111;East Village;(212) 253-1011;$30 and under;Casual Dining
99889;Japanese;4.5;36;Forest Hills;(718) 575-4033;$31 to $50;Casual Dining
92086;Italian;4.5;270;Douglaston;(718) 631-0300;$31 to $50;Fine Dining
74959;Brazilian Steakhouse;4.5;467;Yonkers;(914) 652-9660;$31 to $50;Casual Elegant
87394;Italian;4.3;130;Meatpacking District;(646) 964-4494;$31 to $50;Casual Elegant
87652;American;4.1;242;Union Square;(212) 432-1324;$31 to $50;Casual Dining
114871;Seafood;4.5;271;New Rochelle;(914) 637-3777;$30 and under;Casual Elegant
107233;American;4.1;177;Montclair;(973) 744-4144;$30 and under;Fine Dining
60616;American;4.3;271;Gramercy / Flatiron;(212) 600-2105;$31 to $50;Casual Elegant
60622;American;4.0;594;Midtown East;(212) 392-5976;$31 to $50;Casual Dining
79696;Asian;4.2;718;Babylon;(631) 587-4400;$31 to $50;Casual Dining
102730;American;4.2;721;Gramercy / Flatiron;(212) 335-0093;$30 and under;Casual Dining
6765;Steakhouse;4.3;529;Financial District;(212) 344-8463;$31 to $50;Casual Elegant
19921;Contemporary French / American;4.2;491;Somerville;(908) 707-8655;$31 to $50;Casual Elegant
113548;Seafood;4.3;170;Weehawken;(201) 223-1200;$31 to $50;Casual Elegant
75148;Italian;4.5;230;Upper East Side;(212) 588-0100;$31 to $50;Casual Dining
110026;Contemporary American;4.4;51;Columbus Circle;(212) 823-9500;$30 and under;Casual Elegant
6057;American;4.1;471;Rockefeller Center Midtown;(212) 262-7700;$31 to $50;Casual Elegant
111514;Indian;4.3;35;Staten Island;(718) 987-4700;$30 and under;Fine Dining
110410;Filipino;4.3;9;Jersey City;(201) 798-2700;$30 and under;Home Style
152311;American;4.5;61;Cobble Hill;(718) 852-8321;$31 to $50;Casual Elegant
3574;Italian;4.4;592;Upper East Side;(212) 988-0002;$31 to $50;Casual Elegant
86707;American;3.5;260;East Haddam;(860) 873-1411;$30 and under;Fine Dining
57100;American;4.2;2102;SoHo;(212) 201-9119;$31 to $50;Casual Elegant
102349;Portuguese;4.2;49;Newark;(973) 344-4500;$30 and under;Casual Dining
27556;Italian;4.4;893;Bedford;(914) 234-7800;$31 to $50;Casual Elegant
54433;Steakhouse;4.0;641;Morristown;(973) 998-8061;$31 to $50;Fine Dining
113746;Basque;4.2;206;Chelsea;(212) 242-4730;$31 to $50;Casual Dining
54394;French;4.3;1512;Lincoln Square;(212) 874-2705;$31 to $50;Casual Elegant
106432;Italian;4.4;174;East Village;(212) 432-1112;$31 to $50;Casual Elegant
101347;Contemporary American;4.5;8;Fort Lee;(201) 944-3102;$30 and under;Casual Dining
38698;Italian;4.4;832;Red Bank;(732) 747-4551;$31 to $50;Casual Dining
36817;American;4.2;961;Chelsea;(212) 620-4545;$31 to $50;Casual Elegant
91183;Italian;4.3;89;Freehold;(732) 308-3830;$30 and under;Casual Elegant
76135;Contemporary American;4.3;152;Murray Hill;(212) 889-0750;$30 and under;Casual Dining
35647;French;4.3;3126;Theater District / Times Square;(212) 594-1925;$31 to $50;Casual Dining
32305;Italian;4.4;469;Midtown East;(212) 750-5354;$31 to $50;Casual Elegant
91177;Steak;4.2;335;Red Bank;(732) 741-6900;$30 and under;Casual Elegant
82216;Fondue;4.3;233;Poughkeepsie;(845) 632-6171;$30 and under;Casual Dining
67372;American;4.5;199;NoHo;(646) 329-5836;$30 and under;Casual Dining
82891;Tapas / Small Plates;4.5;557;West Village;(212) 533-2962;$30 and under;Casual Elegant
67912;American;3.5;61;Midtown West;(212) 391-1516;$30 and under;Casual Dining
77791;Italian;5.0;13;Englishtown;(732) 446-7387;$30 and under;Casual Elegant
66052;Gastro Pub;4.4;66;Greenwich Village;(212) 260-1088;$30 and under;Casual Dining
60163;Italian;4.4;596;Upper East Side;(212) 472-4552;$30 and under;Casual Dining
58954;Steak;3.9;139;Spring Lake;(732) 449-3666;$30 and under;Casual Elegant
48970;Burgers;3.9;375;Chelsea;(212) 807-7273;$30 and under;Casual Dining
95197;Tapas / Small Plates;4.4;233;Chelsea;(212) 675-8805;$30 and under;Casual Dining
33433;Italian;4.3;274;Huntington;(631) 692-6300;$31 to $50;Casual Elegant
31360;Contemporary American;4.6;680;Kenilworth;(908) 709-1200;$31 to $50;Fine Dining
68098;Italian;4.5;200;Metuchen;(732) 549-5306;$30 and under;Casual Elegant
52465;Italian;4.5;666;Park Slope;(718) 857-1833;$31 to $50;Casual Elegant
126826;French;4.3;168;Chelsea;(646) 669-7879;$31 to $50;Casual Elegant
43423;Mediterranean;4.4;869;NoLita;(212) 966-7366;$31 to $50;Casual Dining
38926;Italian;4.3;488;Upper East Side;(212) 288-1004;$31 to $50;Fine Dining
40330;American;4.4;528;West Village;(917) 828-1154;$31 to $50;Fine Dining
97873;Italian;4.0;34;Jefferson Valley;(914) 245-9241;$30 and under;Casual Dining
74572;Mediterranean;4.0;247;Hell's Kitchen;(212) 974-0300;$30 and under;Casual Dining
78193;Fondue;4.5;41;NoLita;(212) 925-9322;$30 and under;Casual Dining
83560;Indian;4.4;89;Summit;(908) 918-0330;$30 and under;Casual Dining
72886;American;3.3;65;Hoboken;(201) 710-5960;$30 and under;Casual Elegant
95578;Mediterranean;4.4;243;Lower East Side;(212) 933-4587;$30 and under;Casual Dining
81244;Italian;3.6;28;Upper West Side;(212) 595-0092;$30 and under;Casual Dining
69133;Indian;4.0;24;Secaucus;(201) 869-3663;$30 and under;Fine Dining
15118;Italian;4.4;629;Rumson;(732) 842-3880;$30 and under;Casual Elegant
61696;Italian;4.3;959;Midtown West;(212) 736-3000;$30 and under;Casual Dining
81418;Tapas / Small Plates;4.2;10;West Village;(212) 727-8765;$30 and under;Casual Dining
45325;Bar / Lounge / Bottle Service;4.2;119;Gramercy / Flatiron;(212) 673-6333;$30 and under;Casual Elegant
99718;American;4.1;148;Red Bank;(732) 758-0800;$30 and under;Casual Dining
32311;French;4.0;257;Edgewater;(201) 224-9898;$31 to $50;Casual Elegant
144505;American;3.8;89;Hoboken;(201) 798-0002;$30 and under;Casual Elegant
54547;French;4.0;360;Upper East Side;(212) 772-9200;$31 to $50;Casual Elegant
103627;Contemporary American;4.5;391;West Village;(646) 476-8882;$30 and under;Casual Dining
101128;Steak;4.6;339;Closter;(201) 292-4612;$31 to $50;Casual Elegant
91849;Italian;4.3;260;Westbury;(516) 997-8111;$31 to $50;Casual Elegant
67750;American;4.3;498;Calverton;(631) 727-8994;$30 and under;Casual Elegant
94183;Contemporary American;4.5;24;Garden City;(516) 746-0011 e;$30 and under;Casual Dining
44395;American;4.0;1471;Armonk;(914) 273-8686;$31 to $50;Casual Dining
49894;French;4.2;554;West Village;(212) 675-9463;$31 to $50;Casual Dining
50524;Seafood;4.3;3445;Upper West Side;(212) 787-4663;$31 to $50;Casual Elegant
103018;American;4.5;293;Glen Head;(516) 686-6633;$30 and under;Casual Dining
69457;Italian;4.3;303;Sayville;(631) 750-6900;$30 and under;Casual Dining
33505;Italian;4.6;151;Glen Cove;(516) 671-2100;$31 to $50;Casual Dining
34507;Contemporary American;4.3;444;East Hampton;(631) 324-5006 e;$31 to $50;Casual Elegant
92545;Italian;4.1;148;Midtown East;(212) 980-2900;$30 and under;Casual Dining
91591;Fondue;4.5;455;Rochester;(585) 424-6358;$30 and under;Casual Elegant
31126;Contemporary American;4.1;1287;Hell's Kitchen;(212) 399-4450;$31 to $50;Casual Elegant
69892;American;4.3;144;Sea Cliff;(516) 801-4500;$31 to $50;Casual Dining
84007;French American;4.1;43;SoHo;(212) 941-0772;$30 and under;Casual Dining
60121;Italian;4.5;69;Westfield;(908) 232-1105;$30 and under;Casual Elegant
107458;Italian;4.5;319;Rochester;(585) 452-8780;$30 and under;Casual Elegant
38365;Italian;4.5;79;Inwood;(516) 371-0200;$31 to $50;Casual Dining
50035;Contemporary American;4.1;595;Park Slope;(718) 965-7040;$31 to $50;Casual Elegant
94075;Indian;4.4;262;Murray Hill;(212) 545-7742;$30 and under;Casual Elegant
91408;American;4.4;140;Theater District / Times Square;(646) 476-3551;$30 and under;Casual Elegant
145195;French;4.1;18;Greenwich Village;(212) 533-2233;$30 and under;Casual Dining
87997;Pizzeria;3.0;5;Jackson Heights;(917) 416-1006;$30 and under;Casual Dining
82294;Mexican / Southwestern;4.3;93;Astoria;(718) 545-4100;$30 and under;Casual Dining
102619;Steak;4.4;341;Hampton Bays;(631) 594-3419;$30 and under;Casual Dining
38500;Contemporary American;4.1;726;Midtown West;(212) 629-0210;$31 to $50;Casual Elegant
38695;Italian;4.6;182;West Harrison;(914) 949-5810;$31 to $50;Casual Elegant
59278;Italian;4.4;314;East Village;(212) 254-6047;$31 to $50;Casual Elegant
31231;Italian;4.4;3315;Midtown West;(212) 245-9800;$31 to $50;Casual Elegant
38074;American;4.3;152;Fairport;(585) 248-4825;$31 to $50;Casual Elegant
141607;Italian;4.5;68;Williamsburg;(718) 302-1100;$30 and under;Casual Dining
85756;Italian;4.2;194;Woodbury;(516) 496-3633;$30 and under;Casual Dining
66856;Mediterranean;4.1;133;New Rochelle;(914) 576-4141;$30 and under;Casual Dining
82213;Fondue;4.3;174;Syracuse;(315) 471-6358;$31 to $50;Casual Elegant
31216;American;4.3;2013;Midtown West;(212) 541-9000;$31 to $50;Casual Elegant
81952;American;4.1;74;Harlem;(212) 510-8552;$30 and under;Casual Dining
78094;Greek;4.4;460;Livingston;(973) 758-1111;$31 to $50;Fine Dining
152740;Italian;5.0;3;Patterson;(845) 878-6800;$30 and under;Casual Dining
45850;Contemporary American;4.4;1487;Upper West Side;(212) 864-6662;$31 to $50;Casual Elegant
43663;Contemporary American;4.5;238;Atlantic Highlands;(732) 291-1377;$31 to $50;Casual Elegant
104071;Gastro Pub;2.6;143;Kenilworth;(908) 241-2211;$31 to $50;Casual Dining
103003;Contemporary American;4.1;170;Branchburg;(908) 725-0011;$30 and under;Casual Dining
41878;Italian;4.6;539;Murray Hill;(646) 837-6020;$31 to $50;Fine Dining
47770;Japanese;4.5;217;Midtown West;(212) 489-2525;$31 to $50;Casual Elegant
100105;Italian;3.7;47;Verona;(973) 239-4416;$30 and under;Casual Elegant
76933;Mediterranean;4.1;367;SoHo;(212) 878-6305;$31 to $50;Casual Elegant
94402;Italian;4.5;350;Woodbury;(516) 224-4663;$30 and under;Casual Elegant
66487;Irish;4.2;300;Midtown West;(212) 869-5482;$30 and under;Casual Dining
95572;German;4.2;70;Midtown East;(212) 867-2337;$30 and under;Casual Dining
34375;American;4.2;544;Midtown West;(212) 967-1919;$31 to $50;Casual Dining
33502;Italian;4.4;154;Mineola;(516) 294-4620;$31 to $50;Casual Elegant
87532;Chinese;4.2;16;Foxwoods;(800) 369-9663;$30 and under;Casual Dining
63250;Italian;4.4;527;Harlem;(646) 490-8575;$30 and under;Casual Elegant
82576;Puerto Rican;4.2;404;Midtown East;(212) 754-5999;$30 and under;Casual Elegant
65314;American;4.3;355;Ridgewood;(201) 445-5400;$30 and under;Casual Elegant
67183;Italian;4.5;530;Midtown West;(212) 247-3936;$30 and under;Casual Elegant
62233;Mediterranean;4.1;74;Union Square;(212) 777-5684;$30 and under;Casual Dining
103456;Contemporary American;3.9;104;Westport;(203) 227-3399;$30 and under;Casual Dining
57268;Italian;4.6;341;Elmont;(516) 352-3232;$30 and under;Fine Dining
147697;Italian;4.4;9;Boonton;(973) 334-7138;$30 and under;Casual Elegant
64705;Mediterranean;4.2;262;Hell's Kitchen;(212) 586-1201;$30 and under;Casual Dining
145105;Italian;4.4;259;Rochester;(585) 310-7415;$30 and under;Casual Dining
67843;Italian;4.2;78;Park Slope;(718) 852-7800;$30 and under;Casual Dining
60580;Contemporary American;4.4;219;Bronxville;(914) 337-1200;$30 and under;Casual Dining
63595;Indian;4.3;121;Upper West Side;(212) 362-1400;$30 and under;Fine Dining
59680;Italian;4.2;45;Upper East Side;(212) 535-3300;$30 and under;Casual Elegant
117334;Italian;3.8;67;Rochester;(585) 227-3031;$30 and under;Casual Dining
88468;Persian;4.5;131;Morristown;(973) 889-8884;$30 and under;Casual Elegant
86812;Latin American;4.2;332;SoHo;(646) 580-3866;$30 and under;Casual Dining
70249;Italian;4.2;337;Greenwich Village;(212) 982-2343;$31 to $50;Casual Elegant
72049;Italian;4.1;180;Midtown West;(212) 765-3160;$30 and under;Casual Elegant
67810;American;3.0;180;Port Jefferson;(631) 473-8300;$30 and under;Casual Dining
67099;Greek;4.0;422;Midtown West;(212) 245-7992;$30 and under;Casual Dining
22924;Japanese;4.1;258;Upper West Side;(212) 280-8099;$30 and under;Casual Dining
2501;Mexican;4.3;1276;Upper East Side;(212) 585-1818;$30 and under;Casual Elegant
78511;Italian;4.5;296;Saratoga Springs;(518) 583-8877;$30 and under;Casual Dining
64480;Tapas / Small Plates;4.5;342;East Village;(212) 677-1030;$30 and under;Casual Dining
149965;Italian;4.3;187;Freehold;(732) 683-1045;$30 and under;Casual Elegant
19258;American;4.4;2009;East Village;(212) 420-9800;$30 and under;Casual Dining
51823;Continental;4.0;225;East Islip;(631) 581-5678;$30 and under;Casual Elegant
48508;Gastro Pub;4.0;402;Theater District / Times Square;(212) 767-0077;$30 and under;Casual Elegant
74152;Swiss;4.4;100;NoLita;(212) 925-9322;$30 and under;Casual Dining
149428;Cuban;3.9;99;Theater District / Times Square;(212) 221-9002;$30 and under;Casual Elegant
59779;French;4.4;332;Greenwich Village;(212) 255-4406;$30 and under;Casual Dining
73900;Pizzeria;4.4;442;Midtown West;(212) 245-4343;$30 and under;Casual Dining
107137;American;4.4;764;Theater District / Times Square;(212) 581-6464;$31 to $50;Casual Dining
106585;Contemporary American;4.5;210;Buffalo;(716) 883-1675;$30 and under;Casual Dining
139738;French;4.5;124;West Village;(646) 682-9842;$31 to $50;Casual Elegant
97846;American;4.1;122;Financial District;(646) 370-3337;$31 to $50;Casual Elegant
101029;Contemporary American;4.3;121;Murray Hill;(212) 252-0146;$30 and under;Casual Dining
69937;American;4.3;275;Litchfield;(860) 361-6730;$30 and under;Casual Elegant
96922;American;4.6;123;SoHo;(646) 929-6307;$31 to $50;Casual Elegant
38689;American;4.1;742;Theater District / Times Square;(212) 695-5220;$31 to $50;Casual Elegant
34660;American;4.2;1332;Theater District / Times Square;(212) 319-1660;$31 to $50;Casual Elegant
93067;Italian;4.2;91;Flemington;(908) 284-9777;$30 and under;Casual Dining
56293;Gastro Pub;4.4;369;Locust Valley;(516) 723-9103;$30 and under;Casual Elegant
116062;American;4.1;111;Upper East Side;(212) 561-5523;$30 and under;Casual Dining
70246;Italian;4.3;132;South Orange;(973) 762-4440;$30 and under;Fine Dining
61351;Italian;4.1;261;Little Italy;(212) 219-9799;$30 and under;Casual Elegant
68803;American;4.3;416;West Village;(212) 242-6200;$30 and under;Casual Elegant
147940;American;4.0;14;Downtown Brooklyn;(718) 855-5574;$30 and under;Casual Dining
115369;Italian;4.5;189;Ridgefield;(203) 431-7726;$30 and under;Casual Dining
16546;Mexican / Southwestern;4.0;184;Bloomfield;(973) 743-0099;$30 and under;Casual Elegant
57445;Contemporary American;4.5;216;Long Island City;(718) 752-6000;$30 and under;Casual Elegant
